chr,start,end,gene_id,gene_name
chr2,219138920,219157309,ENSG00000135926.15_10,TMBIM1
chr2,219191612,219222689,ENSG00000237281.1_9,CATIP-AS2
chr2,219193303,219193403,ENSG00000238736,snoU13
chr2,219218798,219219295,ENSG00000230580.1_7,RPL19P5
chr2,219221580,219232822,ENSG00000158428.4_9,CATIP
chr2,219231384,219232608,ENSG00000225062.2_9,CATIP-AS1
chr2,219232836,219233580,ENSG00000288819.2_2,ENSG00000288819
chr2,219246752,219261617,ENSG00000018280.17_6,SLC11A1
chr2,230899698,230933709,ENSG00000163053.11_10,SLC16A14
chr2,230922945,230923040,ENSG00000199400,RNY4P19
chr2,230986086,231038939,ENSG00000225963.8_15,ENSG00000225963
chr2,231003317,231003499,ENSG00000283451.1_7,ENSG00000283451
chr2,231029902,231090444,ENSG00000135899.20_13,SP110
chr2,231067826,231177930,ENSG00000079263.19_10,SP140
chr2,231191899,231268447,ENSG00000185404.17_6,SP140L
chr2,231275415,231277244,ENSG00000279964.1_7,ENSG00000279964
chr2,231280657,231410321,ENSG00000067066.17_8,SP100
chr2,231371816,231372099,ENSG00000243650,RN7SL834P
chr2,231379738,231380353,ENSG00000250011.1_5,HMGB1P3
chr2,231385309,231444721,ENSG00000235419.5_11,ENSG00000235419
chr2,241375080,241407493,ENSG00000063660.9_9,GPC1
chr2,241388732,241396131,ENSG00000218416.4_11,GPC1-AS1
chr2,241395418,241395506,ENSG00000207611,MIR149
chr2,241418839,241508626,ENSG00000144504.16_13,ANKMY1
chr2,241497506,241498342,ENSG00000287049.1_3,ENSG00000287049
chr2,241499471,241504673,ENSG00000188542.10_5,DUSP28
chr2,241505221,241520789,ENSG00000142327.13_9,RNPEPL1
chr2,241522117,241526116,ENSG00000260942.1_7,CAPN10-DT
chr2,241526151,241557122,ENSG00000142330.20_11,CAPN10
chr2,241544847,241572576,ENSG00000178623.13_13,GPR35
chr2,241611947,241612229,ENSG00000276949.1_7,ENSG00000276949
chr2,241615835,241622323,ENSG00000185176.13_7,AQP12B
chr2,241625751,241629831,ENSG00000219159.4_10,ENSG00000219159
chr2,241631283,241637900,ENSG00000184945.15_8,AQP12A
chr2,241640621,241641102,ENSG00000274977.1_3,ENSG00000274977
chr2,241653178,241763710,ENSG00000130294.18_14,KIF1A
chr2,241808241,241819919,ENSG00000172482.5_6,AGXT
chr2,241375080,241407493,ENSG00000063660.9_9,GPC1
chr2,241388732,241396131,ENSG00000218416.4_11,GPC1-AS1
chr2,241395418,241395506,ENSG00000207611,MIR149
chr2,241418839,241508626,ENSG00000144504.16_13,ANKMY1
chr2,241497506,241498342,ENSG00000287049.1_3,ENSG00000287049
chr2,241499471,241504673,ENSG00000188542.10_5,DUSP28
chr2,241505221,241520789,ENSG00000142327.13_9,RNPEPL1
chr2,241522117,241526116,ENSG00000260942.1_7,CAPN10-DT
chr2,241526151,241557122,ENSG00000142330.20_11,CAPN10
chr2,241544847,241572576,ENSG00000178623.13_13,GPR35
chr2,241611947,241612229,ENSG00000276949.1_7,ENSG00000276949
chr2,241615835,241622323,ENSG00000185176.13_7,AQP12B
chr2,241625751,241629831,ENSG00000219159.4_10,ENSG00000219159
chr2,241631283,241637900,ENSG00000184945.15_8,AQP12A
chr2,241640621,241641102,ENSG00000274977.1_3,ENSG00000274977
chr2,241653178,241763710,ENSG00000130294.18_14,KIF1A
chr2,241808241,241819919,ENSG00000172482.5_6,AGXT
chr2,241825465,241836306,ENSG00000172478.18_16,MAB21L4
chr20,30593474,30619394,ENSG00000226239.2_11,ENSG00000226239
chr20,30598241,30619983,ENSG00000101331.17_8,CCM2L
chr20,30638391,30638508,ENSG00000212571.1_2,RNA5SP482
chr20,30640000,30689659,ENSG00000101336.18_15,HCK
chr20,30697517,30755061,ENSG00000101337.16_9,TM9SF4
chr20,30703974,30704432,ENSG00000275576.1_9,ENSG00000275576
chr20,30706457,30706554,ENSG00000265736,AL049539.1
chr20,30758193,30758593,ENSG00000224452.1_3,RSL24D1P6
chr20,30774280,30778330,ENSG00000235217.6_7,TSPY26P
chr20,30780307,30795546,ENSG00000126003.7_7,PLAGL2
chr20,30795683,30826461,ENSG00000101346.14_7,POFUT1
chr20,30825598,30825650,ENSG00000221667,MIR1825
chr20,30862920,30865313,ENSG00000287850.1_5,ENSG00000287850
chr20,30865454,30922814,ENSG00000101350.8_6,KIF3B
chr20,30865503,30865591,ENSG00000264308,AL121897.1
chr20,30942856,30943537,ENSG00000277692.1_8,ENSG00000277692
chr20,30946133,31027122,ENSG00000171456.21_16,ASXL1
chr20,31030862,31173135,ENSG00000197183.15_10,NOL4L
chr20,31037558,31041410,ENSG00000236772.1_8,ENSG00000236772
chr20,31072952,31074822,ENSG00000286311.1_3,ENSG00000286311
chr20,31097762,31108088,ENSG00000277301.1_8,ENSG00000277301
chr20,31030862,31173135,ENSG00000197183.15_10,NOL4L
chr20,31097762,31108088,ENSG00000277301.1_8,ENSG00000277301
chr20,31148895,31161690,ENSG00000233293.1_8,ENSG00000233293
chr20,31152794,31196695,ENSG00000204393.7_8,NOL4L-DT
chr20,31169765,31181702,ENSG00000228156.1_9,ENSG00000228156
chr20,31219427,31261743,ENSG00000198547.10_9,C20orf203
chr20,31219985,31331373,ENSG00000285382.1_9,ENSG00000285382
chr20,31277982,31278617,ENSG00000175730.8_5,BAK1P1
chr20,31290501,31331273,ENSG00000149600.12_11,COMMD7
chr20,31350191,31397165,ENSG00000088305.19_9,DNMT3B
chr20,31407760,31438211,ENSG00000101367.9_6,MAPRE1
chr20,31430934,31442063,ENSG00000260536.1_10,ENSG00000260536
chr20,31444427,31446557,ENSG00000260257.2_10,ENSG00000260257
chr20,31446729,31549651,ENSG00000215529.13_7,EFCAB8
chr20,31571579,31592239,ENSG00000167098.12_9,SUN5
chr20,31595510,31611509,ENSG00000078898.7_6,BPIFB2
chr21,16562726,16596714,ENSG00000288555.1_4,ENSG00000288555
chr21,16635740,16656046,ENSG00000288578.1_4,ENSG00000288578
chr21,16718971,16719057,ENSG00000280082.1_4,ENSG00000280082
chr21,16741285,16999661,ENSG00000229425.5_12,ENSG00000229425
chr21,16862849,16863086,ENSG00000224524.1_3,CYCSP42
chr21,16866251,16868443,ENSG00000224247.1_10,ENSG00000224247
chr21,16986602,16986708,ENSG00000212564,RNU6-1326P
chr21,17065527,17065622,ENSG00000221497,AL034449.1
chr21,17066619,17068900,ENSG00000226298.1_8,RAD23BP3
chr21,40184802,40328392,ENSG00000205622.13_14,ENSG00000205622
chr21,40218171,40220568,ENSG00000229986.1_5,ENSG00000229986
chr21,40229463,40230785,ENSG00000287082.1_5,ENSG00000287082
chr21,40260696,40275829,ENSG00000229925.1_9,ENSG00000229925
chr21,40266709,40266791,ENSG00000272015,SNORA62
chr21,40266841,40267176,ENSG00000227721.1_5,RPSAP64
chr21,40331356,40333004,ENSG00000289445.2_2,ENSG00000289445
chr21,40346355,40349700,ENSG00000232837.1_8,LINC01700
chr21,40360495,40434820,ENSG00000235888.5_14,LINC02940
chr21,40394926,40395761,ENSG00000288266.1_3,ENSG00000288266
chr21,40400461,40401053,ENSG00000237609.1_12,LINC02943
chr21,40499494,40499966,ENSG00000228861.5_7,RPL23AP12
chr21,40543056,40544032,ENSG00000235701.1_5,PCBP2P1
chr21,40546695,40555414,ENSG00000183527.12_8,PSMG1
chr21,40556102,40693485,ENSG00000185658.14_10,BRWD1
chr21,40556395,40556825,ENSG00000272991.1_8,ENSG00000272991
chr21,40588550,40589432,ENSG00000232608.1_5,TIMM9P2
chr21,40589019,40591731,ENSG00000237373.1_9,BRWD1-IT1
chr21,40607312,40607946,ENSG00000229623.1_5,METTL21AP1
chr21,40685887,40686886,ENSG00000255568,BRWD1-IT2
chr21,40687633,40695144,ENSG00000238141.2_9,BRWD1-AS1
chr21,45285104,45407473,ENSG00000160216.21_9,AGPAT3
chr21,45416203,45416301,ENSG00000252606,RNU6-1150P
chr21,45432190,45526433,ENSG00000160218.13_6,TRAPPC10
chr21,45466228,45466922,ENSG00000213440.2_7,H2AZP1
chr21,45518238,45526433,ENSG00000280433.2_10,ENSG00000280433
chr21,45527254,45551063,ENSG00000241945.8_6,PWP2
chr21,45527280,45551063,ENSG00000275464.6_13,ENSG00000275464
chr21,45548128,45565591,ENSG00000276612.3_13,ENSG00000276612
chr21,45553492,45629997,ENSG00000160221.18_15,GATD3
chr21,45553565,45565593,ENSG00000280071.5_13,ENSG00000280071
chr21,45578623,45579959,ENSG00000225331.2_9,LINC01678
chr21,45587818,45593580,ENSG00000267913,AP001055.1
chr21,45592052,45614221,ENSG00000285413.1_7,ENSG00000285413
chr21,45593987,45608568,ENSG00000279687.1_11,ENSG00000279687
chr21,45594622,45595114,ENSG00000289905.1_1,ENSG00000289905
chr21,45595372,45596336,ENSG00000237604.1_5,ENSG00000237604
chr21,45621173,45622579,ENSG00000232124,AP001057.1
chr21,45626408,45627282,ENSG00000232698,AP001058.3
chr21,45635265,45661329,ENSG00000160223.18_12,ICOSLG
chr21,45646721,45660849,ENSG00000277117.6_14,ENSG00000277117
chr21,45661458,45661964,ENSG00000278158.2_10,ENSG00000278158
chr21,45664428,45664876,ENSG00000275799.1_9,ENSG00000275799
chr21,45666222,45682099,ENSG00000142182.9_12,DNMT3L
chr21,45666235,45671581,ENSG00000279493.1_11,ENSG00000279493
chr21,45670696,45671403,ENSG00000232010.1_8,DNMT3L-AS1
chr21,45705721,45718531,ENSG00000160224.17_6,AIRE
chr21,45719934,45747259,ENSG00000141959.17_5,PFKL
chr21,45748827,45750104,ENSG00000241728.5_11,ENSG00000241728
chr21,45748827,45759285,ENSG00000160226.16_14,CFAP410
chr21,45751117,45755734,ENSG00000184441.4_8,ENSG00000184441
chr21,45759259,45760353,ENSG00000232969.1_8,ENSG00000232969
chr21,45767650,45768178,ENSG00000260256.1_5,ENSG00000260256
chr21,45770046,45862964,ENSG00000142185.18_15,TRPM2
chr21,45834471,45845155,ENSG00000230061.2_10,TRPM2-AS
chr21,45857004,45857058,ENSG00000266692,snoZ6
chr21,45858918,45858993,ENSG00000264452,snoZ6
chr22,21655279,21679331,ENSG00000206142.9_14,FAM230H
chr22,21695884,21699547,ENSG00000232771.2_8,PPP1R26P5
chr22,21708852,21712356,ENSG00000279920.2_8,LINC01651
chr22,21714890,21715588,ENSG00000286102.1_7,FAM246A
chr22,21724353,21726234,ENSG00000226534.1_8,ENSG00000226534
chr22,21738040,21743767,ENSG00000274600.2_7,RIMBP3B
chr22,21743480,21743780,ENSG00000200057,RN7SKP63
chr22,21743917,21743999,ENSG00000252314,SCARNA18
chr22,21744085,21744227,ENSG00000252020,SCARNA17
chr22,21765339,21765415,ENSG00000252402,snoU13
chr22,21771660,21805752,ENSG00000169635.10_6,HIC2
chr22,21820712,21825558,ENSG00000206140.12_15,TMEM191C
chr22,21827289,21871822,ENSG00000183506.17_11,PI4KAP2
chr22,21878047,21878123,ENSG00000252799,snoU13
chr22,21899186,21899328,ENSG00000252143,SCARNA17
chr22,21899414,21899496,ENSG00000252605,SCARNA18
chr22,21899633,21899933,ENSG00000222352,RN7SKP221
chr22,21899955,21905750,ENSG00000183246.8_6,RIMBP3C
chr22,21903736,21978323,ENSG00000185651.16_6,UBE2L3
chr22,21982378,21984353,ENSG00000161179.14_7,YDJC
chr22,21987005,21991618,ENSG00000161180.11_11,CCDC116
chr22,21995133,21995573,ENSG00000273342.1_8,ENSG00000273342
chr22,21996591,21998588,ENSG00000128228.5_6,SDF2L1
chr22,22006473,22024526,ENSG00000207751.4_8,ENSG00000207751
chr22,22007270,22007347,ENSG00000212102,MIR301B
chr22,22012100,22015310,ENSG00000284630.1_7,ENSG00000284630
chr22,22015531,22015584,ENSG00000284651.1_5,ENSG00000284651
chr22,22015765,22015882,ENSG00000284654.1_5,ENSG00000284654
chr22,22016148,22016218,ENSG00000284621.1_5,ENSG00000284621
chr22,22016223,22016652,ENSG00000272954.1_9,ENSG00000272954
chr22,22020289,22054304,ENSG00000100023.20_8,PPIL2
chr22,22051825,22090083,ENSG00000100027.17_9,YPEL1
chr22,22067050,22068302,ENSG00000286365.1_5,ENSG00000286365
chr22,22077172,22077471,ENSG00000244671,RN7SL280P
chr22,22091737,22098397,ENSG00000286127.1_6,ENSG00000286127
chr22,22113946,22221970,ENSG00000100030.15_6,MAPK1
chr22,22146723,22146813,ENSG00000200985.1_2,RNA5SP493
chr22,22171179,22189960,ENSG00000289564.1_1,ENSG00000289564
chr22,39410262,39416357,ENSG00000244509.4_6,APOBEC3C
chr22,39410368,39429281,ENSG00000284554.2_9,ENSG00000284554
chr22,39417118,39429282,ENSG00000243811.12_8,APOBEC3D
chr22,39436609,39451977,ENSG00000128394.17_6,APOBEC3F
chr22,39462285,39465980,ENSG00000289963.1_1,ENSG00000289963
chr22,39466419,39466676,ENSG00000259421.1_9,ENSG00000259421
chr22,39473072,39483748,ENSG00000239713.9_6,APOBEC3G
chr22,39487066,39488864,ENSG00000225720.7_9,ENSG00000225720
chr22,39493229,39500072,ENSG00000100298.16_10,APOBEC3H
chr22,39516172,39548685,ENSG00000100307.13_12,CBX7
chr22,39516298,39516571,ENSG00000226024.1_5,COX5BP7
chr22,39529095,39532765,ENSG00000279833.1_8,ENSG00000279833
chr22,39551530,39551950,ENSG00000227009.1_5,FUNDC2P4
chr22,39619364,39640987,ENSG00000100311.17_9,PDGFB
chr22,39638193,39675902,ENSG00000284633.2_4,ENSG00000284633
chr22,39688993,39691594,ENSG00000224794.2_10,ENSG00000224794
chr22,39708887,39716394,ENSG00000100316.16_9,RPL3
chr22,39709824,39709916,ENSG00000209480,SNORD83B
chr22,39711218,39711312,ENSG00000209482,SNORD83A
chr22,39715055,39715118,ENSG00000263764,SNORD43
chr22,39745930,39781580,ENSG00000100321.15_11,SYNGR1
chr22,39775615,39776020,ENSG00000280216.1_8,ENSG00000280216
chr22,39795783,39833065,ENSG00000100324.14_6,TAB1
chr22,39853017,39888199,ENSG00000128268.12_6,MGAT3
chr22,39871812,39872827,ENSG00000227188.1_9,MGAT3-AS1
chr22,39895437,39914137,ENSG00000100335.15_10,MIEF1
chr22,39900236,39900448,ENSG00000285025.1_4,ENSG00000285025
chr22,45528901,45559692,ENSG00000226328.8_11,NUP50-DT
chr22,45551420,45551892,ENSG00000273243.1_9,ENSG00000273243
chr22,45559806,45583898,ENSG00000093000.19_7,NUP50
chr22,45574871,45575191,ENSG00000273353.1_9,ENSG00000273353
chr22,45588125,45636775,ENSG00000100364.19_13,KIAA0930
chr22,45596835,45596900,ENSG00000221598,MIR1249
chr22,45658154,45659466,ENSG00000273287.2_10,ENSG00000273287
chr22,45671480,45671966,ENSG00000213752.3_9,ENSG00000213752
chr22,45680830,45691755,ENSG00000100373.10_7,UPK3A
chr22,45704849,45737836,ENSG00000100376.12_6,FAM118A
chr22,45739944,45809500,ENSG00000077935.17_7,SMC1B
chr22,45809574,45828389,ENSG00000128408.9_7,RIBC2
chr22,45831744,45844624,ENSG00000232363.1_10,ENSG00000232363
chr22,45898118,45997015,ENSG00000077942.19_15,FBLN1
chr3,27958265,28100759,ENSG00000235493.2_9,LINC01967
chr3,28283075,28366633,ENSG00000187118.14_8,CMC1
chr3,28356494,28390541,ENSG00000163512.14_7,AZI2
chr3,28390212,28579613,ENSG00000206559.8_8,ZCWPW2
chr3,28390669,29809028,ENSG00000283563.1_8,ENSG00000283563
chr3,28469454,28469935,ENSG00000234048.1_6,CIAO2AP1
chr3,28489216,28489564,ENSG00000230480.1_7,ENSG00000230480
chr3,46172382,46308197,ENSG00000183625.16_13,CCR3
chr3,46183850,46185169,ENSG00000229515.1_5,FLT1P1
chr3,46243202,46249804,ENSG00000163823.4_7,CCR1
chr3,46326266,46335286,ENSG00000288724.1_2,ENSG00000288724
chr3,46352082,46353413,ENSG00000236736.1_5,UQCRC2P1
chr3,46395355,46402431,ENSG00000121807.7_10,CCR2
chr3,46405882,46448608,ENSG00000223552.3_12,CCR5AS
chr3,46412437,46417697,ENSG00000160791.14_7,CCR5
chr3,46448657,46454488,ENSG00000121797.10_12,CCRL2
chr3,46458015,46465082,ENSG00000283646.2_9,LINC02009
chr3,46477136,46526724,ENSG00000012223.13_11,LTF
chr3,46536101,46542440,ENSG00000163825.5_6,RTP3
chr3,46556875,46648438,ENSG00000163827.14_8,LRRC2
chr3,46591996,46592047,ENSG00000264306,AC104304.2
chr3,46598888,46601184,ENSG00000268324.2_6,LRRC2-AS1
chr3,46600030,46603985,ENSG00000288718.1_2,ENSG00000288718
chr3,46616024,46623947,ENSG00000241186.10_12,TDGF1
chr3,46622640,46658716,ENSG00000283877.1_4,ENSG00000283877
chr3,46654015,46668033,ENSG00000283473.5_12,FAM240A
chr3,49504548,49504661,ENSG00000201301.1_2,RNA5SP130
chr3,49506146,49573051,ENSG00000173402.13_15,DAG1
chr3,49586739,49591799,ENSG00000226913.2_9,BSN-DT
chr3,49591910,49708982,ENSG00000164061.5_7,BSN
chr3,49677916,49679202,ENSG00000235120.1_9,BSN-AS1
chr3,49711447,49721404,ENSG00000164062.13_11,APEH
chr3,49721380,49726934,ENSG00000173531.16_8,MST1
chr3,49721913,49722416,ENSG00000259970.1_12,ENSG00000259970
chr3,49726971,49758962,ENSG00000164068.16_6,RNF123
chr3,49754262,49757117,ENSG00000176020.9_7,AMIGO3
chr3,49754277,49761406,ENSG00000173540.14_10,GMPPB
chr3,49761727,49823975,ENSG00000176095.12_9,IP6K1
chr3,49795916,49796089,ENSG00000239576.1_5,COX6CP14
chr3,49812718,49813047,ENSG00000244730.1_7,ENSG00000244730
chr3,49828165,49837306,ENSG00000187492.9_7,CDHR4
chr3,49840694,49842463,ENSG00000185614.7_8,INKA1
chr3,49842642,49851386,ENSG00000182179.13_8,UBA7
chr3,49843570,49843678,ENSG00000263506,MIR5193
chr3,49856387,49856486,ENSG00000263651,AC139451.1
chr3,49866034,49894007,ENSG00000183763.9_7,TRAIP
chr3,49895421,49907368,ENSG00000164076.17_13,CAMKV
chr3,49900819,49901093,ENSG00000264706,RN7SL217P
chr3,49910780,49914738,ENSG00000234667.2_9,ACTL11P
chr3,49924435,49941306,ENSG00000164078.14_11,MST1R
chr3,49936735,49941190,ENSG00000230698.1_8,ENSG00000230698
chr3,49941278,49954370,ENSG00000228008.1_10,ENSG00000228008
chr3,49944593,49967606,ENSG00000164077.15_11,MON1A
chr3,137236976,137237097,ENSG00000201325.1_2,RNA5SP142
chr3,137254414,137254984,ENSG00000243886.1_7,ENSG00000243886
chr3,137442616,137443385,ENSG00000242070.1_7,NPM1P17
chr3,137483157,137485176,ENSG00000168875.3_7,SOX14
chr3,137490502,137499724,ENSG00000239513.6_9,LINC01210
chr3,137510815,137515520,ENSG00000261146.1_8,ENSG00000261146
chr3,137599137,137601079,ENSG00000241478.1_5,HSPA8P9
chr4,80748625,80798924,ENSG00000251321.1_6,PCAT4
chr4,80764256,80764382,ENSG00000212620,SNORA75
chr4,80822300,81046608,ENSG00000163297.18_8,ANTXR2
chr4,81000686,81002276,ENSG00000236530.2_7,KPNA2P1
chr4,81082283,81083165,ENSG00000244002.1_7,RPSAP39
chr4,81103791,81118564,ENSG00000248719.2_11,PRDM8-AS1
chr4,81105033,81125483,ENSG00000152784.16_6,PRDM8
chr4,103172237,103352415,ENSG00000138821.14_8,SLC39A8
chr4,103269551,103269848,ENSG00000241144,RN7SL728P
chr4,103339759,103371167,ENSG00000248161.5_12,ENSG00000248161
chr4,103382407,103383309,ENSG00000251572.2_9,ENSG00000251572
chr4,103421998,103422476,ENSG00000260651.1_8,ENSG00000260651
chr4,103422487,103538459,ENSG00000109320.14_14,NFKB1
chr4,103487032,103487124,ENSG00000238553,AF213884.3
chr4,103551927,103682151,ENSG00000109323.11_13,MANBA
chr4,103583768,103584230,ENSG00000241981.2_9,ENSG00000241981
chr4,103648431,103651878,ENSG00000230069.3_7,LRRC37A15P
chr4,103649903,103651328,ENSG00000248971.2_7,KRT8P46
chr4,103655515,103655769,ENSG00000224207.3_7,ENSG00000224207
chr4,103672558,103673798,ENSG00000251288.2_10,ENSG00000251288
chr5,10275987,10308014,ENSG00000164237.9_7,CMBL
chr5,10292153,10292260,ENSG00000252341,Y_RNA
chr5,10337389,10337498,ENSG00000252671,Y_RNA
chr5,10342925,10343243,ENSG00000280369.1_9,ENSG00000280369
chr5,10352810,10353742,ENSG00000259802.2_11,ENSG00000259802
chr5,10353807,10440500,ENSG00000145495.16_8,MARCHF6
chr5,10441095,10441938,ENSG00000250600.2_10,ROPN1L-AS1
chr5,10441636,10472141,ENSG00000145491.12_6,ROPN1L
chr5,10479483,10482421,ENSG00000246016.2_7,LINC01513
chr5,10488932,10489254,ENSG00000244361.1_7,RPL30P7
chr5,10493403,10494206,ENSG00000249166.1_11,ENSG00000249166
chr5,10493403,10502840,ENSG00000249396.2_11,LINC02212
chr5,10505108,10522196,ENSG00000249160.4_9,LINC02213
chr5,10541566,10543304,ENSG00000280017.1_7,ENSG00000280017
chr5,10556694,10556927,ENSG00000279450.1_3,ENSG00000279450
chr5,10564182,10657928,ENSG00000164236.12_6,ANKRD33B
chr5,10627372,10628337,ENSG00000250106.1_9,ANKRD33B-AS1
chr5,10652323,10656037,ENSG00000251196.1_9,ENSG00000251196
chr5,10664607,10665225,ENSG00000251548.1_7,ENSG00000251548
chr5,10675429,10675687,ENSG00000279979.1_8,ENSG00000279979
chr5,10676208,10676535,ENSG00000278865.1_8,ENSG00000278865
chr5,10679342,10761346,ENSG00000112977.16_7,DAP
chr5,10761177,10770406,ENSG00000272324.5_8,DAP-DT
chr5,40240269,40267759,ENSG00000250585.3_9,LINC00604
chr5,40269660,40269821,ENSG00000199361,RNU1-150P
chr5,40306926,40313007,ENSG00000287597.1_5,ENSG00000287597
chr5,40320420,40320517,ENSG00000265615,AC108105.1
chr5,40411313,40431593,ENSG00000283286.2_8,ENSG00000283286
chr5,40463664,40504665,ENSG00000285552.1_6,ENSG00000285552
chr5,40475010,40490532,ENSG00000285616.1_6,ENSG00000285616
chr5,40512435,40756065,ENSG00000113638.14_8,TTC33
chr5,40655065,40655196,ENSG00000199552,SNORA63
chr5,40240269,40267759,ENSG00000250585.3_9,LINC00604
chr5,40269660,40269821,ENSG00000199361,RNU1-150P
chr5,40306926,40313007,ENSG00000287597.1_5,ENSG00000287597
chr5,40320420,40320517,ENSG00000265615,AC108105.1
chr5,40411313,40431593,ENSG00000283286.2_8,ENSG00000283286
chr5,40463664,40504665,ENSG00000285552.1_6,ENSG00000285552
chr5,40475010,40490532,ENSG00000285616.1_6,ENSG00000285616
chr5,40512435,40756065,ENSG00000113638.14_8,TTC33
chr5,40655065,40655196,ENSG00000199552,SNORA63
chr5,40678876,40679407,ENSG00000289540.1_1,ENSG00000289540
chr5,40680017,40693837,ENSG00000171522.6_6,PTGER4
chr5,55147185,55218682,ENSG00000164509.16_11,IL31RA
chr5,55230923,55290850,ENSG00000134352.21_9,IL6ST
chr5,55231971,55237555,ENSG00000262211.1_8,ENSG00000262211
chr5,55240484,55240561,ENSG00000264281.3_11,ENSG00000264281
chr5,55274076,55407156,ENSG00000249236.2_10,ENSG00000249236
chr5,55290981,55299477,ENSG00000227908.5_13,IL6ST-DT
chr5,55296346,55296449,ENSG00000238326,snoU13
chr5,55395507,55529157,ENSG00000164512.18_8,ANKRD55
chr5,55421498,55421597,ENSG00000253032,RNU6-299P
chr5,55432806,55433358,ENSG00000243592.1_5,RPL17P22
chr5,55442566,55442673,ENSG00000223003.1_2,RNA5SP184
chr5,55488357,55489460,ENSG00000251435.1_7,C1GALT1P2
chr5,55556160,55556273,ENSG00000212265.1_2,RNA5SP185
chr5,55571131,55572457,ENSG00000248781.1_5,PSMC1P4
chr5,55593391,55593516,ENSG00000210678,RNU6ATAC2P
chr5,55609732,55617224,ENSG00000249697.1_10,ENSG00000249697
chr5,55677608,55677902,ENSG00000250787.1_7,HMGN1P17
chr5,95297705,95966789,ENSG00000251314.2_9,ENSG00000251314
chr5,95860971,96115299,ENSG00000153113.24_15,CAST
chr5,95925896,95925980,ENSG00000238518,AC020900.1
chr5,96030235,96030335,ENSG00000264129,AC020900.2
chr5,96076783,96078402,ENSG00000249180.1_10,ENSG00000249180
chr5,96096514,96143803,ENSG00000164307.13_12,ERAP1
chr5,96120481,96121703,ENSG00000248734.2_10,ENSG00000248734
chr5,96139391,96141808,ENSG00000272109.2_10,ENSG00000272109
chr5,96149731,96271525,ENSG00000247121.8_12,ENSG00000247121
chr5,96211690,96255407,ENSG00000164308.17_12,ERAP2
chr5,96271098,96373217,ENSG00000113441.16_9,LNPEP
chr5,96278003,96278888,ENSG00000227836.1_9,ENSG00000227836
chr5,96298360,96298461,ENSG00000200884,Y_RNA
chr5,95297705,95966789,ENSG00000251314.2_9,ENSG00000251314
chr5,95860971,96115299,ENSG00000153113.24_15,CAST
chr5,95925896,95925980,ENSG00000238518,AC020900.1
chr5,96030235,96030335,ENSG00000264129,AC020900.2
chr5,96076783,96078402,ENSG00000249180.1_10,ENSG00000249180
chr5,96096514,96143803,ENSG00000164307.13_12,ERAP1
chr5,96120481,96121703,ENSG00000248734.2_10,ENSG00000248734
chr5,96139391,96141808,ENSG00000272109.2_10,ENSG00000272109
chr5,96149731,96271525,ENSG00000247121.8_12,ENSG00000247121
chr5,96211690,96255407,ENSG00000164308.17_12,ERAP2
chr5,96271098,96373217,ENSG00000113441.16_9,LNPEP
chr5,96278003,96278888,ENSG00000227836.1_9,ENSG00000227836
chr5,96298360,96298461,ENSG00000200884,Y_RNA
chr5,96392106,96393062,ENSG00000213701.4_7,SETP22
chr5,96424779,96772921,ENSG00000251513.2_9,LIX1-AS1
chr5,95860971,96115299,ENSG00000153113.24_15,CAST
chr5,96030235,96030335,ENSG00000264129,AC020900.2
chr5,96076783,96078402,ENSG00000249180.1_10,ENSG00000249180
chr5,96096514,96143803,ENSG00000164307.13_12,ERAP1
chr5,96120481,96121703,ENSG00000248734.2_10,ENSG00000248734
chr5,96139391,96141808,ENSG00000272109.2_10,ENSG00000272109
chr5,96149731,96271525,ENSG00000247121.8_12,ENSG00000247121
chr5,96211690,96255407,ENSG00000164308.17_12,ERAP2
chr5,96271098,96373217,ENSG00000113441.16_9,LNPEP
chr5,96278003,96278888,ENSG00000227836.1_9,ENSG00000227836
chr5,96298360,96298461,ENSG00000200884,Y_RNA
chr5,96392106,96393062,ENSG00000213701.4_7,SETP22
chr5,96424779,96772921,ENSG00000251513.2_9,LIX1-AS1
chr5,96427571,96478457,ENSG00000145721.12_13,LIX1
chr5,96496571,96518951,ENSG00000058729.11_13,RIOK2
chr5,131525840,131631008,ENSG00000072682.20_15,P4HA2
chr5,131593389,131609147,ENSG00000131435.13_10,PDLIM4
chr5,131630087,131679883,ENSG00000197208.6_7,SLC22A4
chr5,131646978,131705862,ENSG00000233006.8_10,MIR3936HG
chr5,131701182,131701291,ENSG00000263597,MIR3936
chr5,131705402,131731305,ENSG00000197375.14_10,SLC22A5
chr5,131746328,131824394,ENSG00000197536.11_10,IRF1-AS1
chr5,131746524,131981771,ENSG00000283782.2_13,ENSG00000283782
chr5,131755108,131762406,ENSG00000238160.2_10,LINC02863
chr5,131776132,131844411,ENSG00000125347.15_16,IRF1
chr5,131803839,131803949,ENSG00000202533,Y_RNA
chr5,131877137,131892530,ENSG00000113525.10_9,IL5
chr5,131891711,131982041,ENSG00000113522.14_15,RAD50
chr5,131966281,131999964,ENSG00000223442.1_10,TH2LCRR
chr5,131991955,131996802,ENSG00000169194.10_8,IL13
chr5,132009678,132018370,ENSG00000113520.11_6,IL4
chr5,132024373,132059417,ENSG00000230612.3_14,ENSG00000230612
chr5,132028320,132073330,ENSG00000131437.16_11,KIF3A
chr5,149980642,150038769,ENSG00000171992.13_7,SYNPO
